customerID,gender,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,tenure_group,Churn
8661-BOYNW,Female,72,84.40,6096.45,"Two year",DSL,"Credit card (automatic)",Loyal,No
6711-VTNRE,Female,36,87.55,3078.10,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4815-GBTCD,Female,4,25.15,99.95,Month-to-month,DSL,"Electronic check",New,No
0980-PVMRC,Female,40,50.85,2036.55,Month-to-month,DSL,"Electronic check",Loyal,No
7233-DRTRF,Male,63,102.40,6444.05,Month-to-month,"Fiber optic","Electronic check",Loyal,No
3500-RMZLT,Female,15,96.30,1426.75,Month-to-month,"Fiber optic","Mailed check",Loyal,Yes
3873-NFTGI,Male,14,55.50,767.55,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
1162-ECVII,Male,72,109.75,7932.50,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
7048-GXDAY,Male,39,106.40,4040.65,Month-to-month,"Fiber optic","Electronic check",Loyal,No
8571-ZCMCX,Female,47,60.00,2768.65,"Two year",DSL,"Credit card (automatic)",Loyal,No
1169-WCVAK,Male,19,88.80,1672.35,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
4548-SDBKE,Female,5,85.20,474.80,Month-to-month,"Fiber optic","Electronic check",New,Yes
8066-POXGX,Female,13,35.10,446.10,Month-to-month,DSL,"Electronic check",Loyal,Yes
7129-CAKJW,Female,17,80.05,1345.65,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
8695-ARGXZ,Male,34,75.55,2425.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
3570-YUEKJ,Female,42,49.55,2077.95,Month-to-month,DSL,"Electronic check",Loyal,No
4143-OOBWZ,Male,5,81.30,416.30,Month-to-month,"Fiber optic","Electronic check",New,Yes
1697-NVVGY,Male,19,66.40,1286.05,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
2419-FSORS,Male,72,108.40,7719.50,"Two year","Fiber optic","Electronic check",Loyal,No
8132-YPVBX,Female,6,85.95,514.60,Month-to-month,"Fiber optic","Mailed check",New,No
9102-IAYHT,Female,17,85.45,1451.60,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6754-LZUKA,Male,61,80.90,4932.50,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
3422-LYEPQ,Male,1,71.00,71.00,Month-to-month,"Fiber optic","Electronic check",New,Yes
8099-MZPUJ,Male,48,111.80,5443.65,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
2642-DTVCO,Male,9,85.05,746.50,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
0374-IOEGQ,Female,3,44.60,122.70,Month-to-month,DSL,"Electronic check",New,No
4361-JEIVL,Male,1,44.40,44.40,Month-to-month,DSL,"Electronic check",New,Yes
3197-NNYNB,Male,65,105.10,6631.85,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
3396-DKDEL,Female,70,115.15,8250.00,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
1752-OZXFY,Male,60,59.80,3561.15,"One year",DSL,"Mailed check",Loyal,No
9112-WSNPU,Female,35,70.55,2419.00,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5321-NTRKC,Male,66,79.85,5234.95,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
1363-TXLSL,Male,1,70.30,70.30,Month-to-month,"Fiber optic","Electronic check",New,Yes
9507-EXLTT,Female,1,79.35,79.35,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
3161-GETRM,Male,34,90.05,3097.00,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
6933-VLYFX,Male,31,59.95,1848.80,"One year",DSL,"Electronic check",Loyal,No
9846-GKXAS,Female,9,90.80,809.75,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,Yes
6017-PPLPX,Male,20,70.45,1470.95,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4976-LNFVV,Male,19,34.30,577.15,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
5055-MGMGF,Female,65,105.05,6914.95,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2969-QWUBZ,Female,2,51.40,96.80,Month-to-month,DSL,"Electronic check",New,No
9822-BIIGN,Male,53,71.85,3827.90,Month-to-month,DSL,"Electronic check",Loyal,No
2077-MPJQO,Male,7,75.40,533.05,Month-to-month,"Fiber optic","Electronic check",Mid,No
1534-OULXE,Female,61,49.70,2961.40,"One year",DSL,"Bank transfer (automatic)",Loyal,No
7136-RVDTZ,Male,70,45.25,3264.45,"One year",DSL,"Electronic check",Loyal,Yes
2971-SGAFL,Female,13,78.75,995.35,Month-to-month,DSL,"Electronic check",Loyal,No
1480-IVEVR,Male,35,81.60,2815.25,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
2905-KFQUV,Female,2,70.40,154.80,Month-to-month,"Fiber optic","Credit card (automatic)",New,No
4581-SSPWD,Female,3,75.80,246.30,Month-to-month,"Fiber optic","Electronic check",New,Yes
3370-HXOPH,Female,3,76.10,257.60,Month-to-month,"Fiber optic","Electronic check",New,No
9391-YZEJW,Female,62,94.00,5757.20,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
9958-MEKUC,Male,72,103.95,7517.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
6927-WTFIV,Male,20,71.30,1389.20,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
4118-CEVPF,Female,35,110.80,3836.30,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
3398-ZOUAA,Male,21,69.10,1474.75,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9114-VEPUF,Male,62,96.10,6001.45,"One year","Fiber optic","Electronic check",Loyal,No
7876-BEUTG,Female,15,48.80,720.10,Month-to-month,DSL,"Mailed check",Loyal,No
2338-BQEZT,Female,55,50.55,2832.75,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
9873-MNDKV,Female,11,44.65,472.25,Month-to-month,DSL,"Mailed check",Mid,No
0378-NHQXU,Female,17,88.25,1460.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2194-IIQOF,Female,71,89.30,6388.65,"Two year",DSL,"Credit card (automatic)",Loyal,No
4512-ZUIYL,Female,2,70.00,153.05,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
9584-EXCDZ,Female,17,70.50,1165.60,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7969-AULMZ,Female,21,97.35,2119.50,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9214-EKVXR,Female,1,44.00,44.00,Month-to-month,DSL,"Mailed check",New,No
3410-MHHUM,Female,44,94.40,4295.35,"One year","Fiber optic","Electronic check",Loyal,No
0733-VUNUW,Male,24,55.65,1400.55,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
4550-EVXNY,Female,1,69.65,69.65,Month-to-month,"Fiber optic","Electronic check",New,Yes
2122-YWVYA,Female,18,75.40,1380.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2968-SSGAA,Female,10,100.60,1060.20,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
2296-DKZFP,Female,65,71.00,4386.20,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
4844-JJWUY,Female,1,86.00,86.00,Month-to-month,"Fiber optic","Electronic check",New,Yes
6777-TGHTM,Female,53,106.95,5785.50,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
6603-YRDCJ,Male,33,61.05,2018.40,"Two year",DSL,"Mailed check",Loyal,No
3538-WZPHD,Male,3,29.60,79.45,Month-to-month,DSL,"Electronic check",New,Yes
3229-USWAR,Female,34,79.95,2727.30,"One year",DSL,"Bank transfer (automatic)",Loyal,No
4785-QRJHC,Male,46,59.90,2816.65,"One year",DSL,"Bank transfer (automatic)",Loyal,Yes
4316-XCSLJ,Male,17,50.30,846.80,Month-to-month,DSL,"Mailed check",Loyal,No
8610-WFCJF,Female,49,95.60,4783.50,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9693-XMUOB,Male,59,50.25,2997.45,Month-to-month,DSL,"Electronic check",Loyal,No
0383-CLDDA,Female,69,85.35,5897.40,"Two year",DSL,"Credit card (automatic)",Loyal,No
4905-JEFDW,Male,11,41.60,470.60,"One year",DSL,"Electronic check",Mid,Yes
2709-UQGNP,Male,10,51.65,524.50,Month-to-month,DSL,"Mailed check",Mid,No
7881-INRLC,Male,45,100.85,4740.00,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
8033-ATFAS,Female,39,59.85,2341.50,Month-to-month,DSL,"Mailed check",Loyal,No
9943-VSZUV,Male,67,75.70,5060.85,Month-to-month,"Fiber optic","Mailed check",Loyal,No
0117-LFRMW,Male,37,40.20,1448.80,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
6172-FECYY,Male,49,84.50,4254.85,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7054-ENNGU,Female,9,50.85,466.60,Month-to-month,DSL,"Mailed check",Mid,No
1455-HFBXA,Male,52,91.60,4627.80,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9402-CXWPL,Female,70,98.90,6838.60,"One year","Fiber optic","Electronic check",Loyal,No
1628-BIZYP,Male,1,85.00,85.00,Month-to-month,"Fiber optic","Electronic check",New,No
1965-AKTSX,Female,14,78.95,1101.85,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0082-LDZUE,Male,1,44.30,44.30,Month-to-month,DSL,"Mailed check",New,No
5343-SGUBI,Female,52,80.20,4297.60,"One year","Fiber optic","Mailed check",Loyal,No
0856-NAOES,Male,6,60.90,414.10,Month-to-month,DSL,"Mailed check",New,No
1976-AZZPJ,Male,7,34.20,256.60,Month-to-month,DSL,"Mailed check",Mid,No
7248-VZQLC,Female,47,85.20,3969.35,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
6156-UZDLF,Female,26,87.15,2274.10,"One year","Fiber optic","Credit card (automatic)",Loyal,No
3099-OONVS,Male,25,54.30,1296.80,Month-to-month,DSL,"Electronic check",Loyal,No
5183-KLYEM,Female,72,112.75,8192.60,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
6625-IUTTT,Male,67,65.55,4361.55,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
9355-NPPFS,Female,26,78.80,2006.10,Month-to-month,"Fiber optic","Electronic check",Loyal,No
0068-FIGTF,Female,27,78.20,2078.95,"One year",DSL,"Mailed check",Loyal,No
5965-GGPRW,Male,72,105.25,7609.75,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
8035-PWSEV,Female,6,89.25,487.05,Month-to-month,"Fiber optic","Electronic check",New,No
1840-BIUOG,Male,20,68.70,1416.20,"One year",DSL,"Electronic check",Loyal,No
1356-MKYSK,Male,6,78.65,483.30,Month-to-month,DSL,"Credit card (automatic)",New,No
5828-DWPIL,Male,62,89.10,5618.30,Month-to-month,"Fiber optic","Electronic check",Loyal,No
8398-TBIYD,Female,72,84.70,6185.15,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
0011-IGKFF,Male,13,98.00,1237.85,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4192-GORJT,Male,5,94.45,498.10,Month-to-month,"Fiber optic","Electronic check",New,Yes
6496-SLWHQ,Male,3,105.00,294.45,Month-to-month,"Fiber optic","Electronic check",New,Yes
9912-GVSEQ,Female,26,93.85,2381.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2931-FSOHN,Male,13,59.90,788.35,Month-to-month,DSL,"Electronic check",Loyal,No
5383-MMTWC,Female,8,84.00,613.40,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
9971-ZWPBF,Male,34,108.90,3625.20,Month-to-month,"Fiber optic","Electronic check",Loyal,No
4712-AUQZO,Male,18,33.60,550.35,Month-to-month,DSL,"Mailed check",Loyal,No
9711-FJTBX,Male,56,85.85,4793.80,"One year","Fiber optic","Mailed check",Loyal,No
2908-ZTPNF,Female,36,34.85,1267.20,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
7240-ETPTR,Female,9,48.75,442.20,Month-to-month,DSL,"Electronic check",Mid,Yes
2202-CUYXZ,Male,1,84.85,84.85,Month-to-month,"Fiber optic","Electronic check",New,Yes
5995-OIGLP,Male,12,56.65,654.85,Month-to-month,DSL,"Mailed check",Mid,Yes
8421-WZOOW,Female,57,95.30,5567.45,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
6261-RCVNS,Female,42,73.90,3160.55,"One year",DSL,"Credit card (automatic)",Loyal,Yes
1414-YADCW,Male,70,84.60,5706.20,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
8756-RDDLT,Female,68,44.95,3085.35,Month-to-month,DSL,"Electronic check",Loyal,No
2862-PFNIK,Male,1,24.70,24.70,Month-to-month,DSL,"Electronic check",New,No
5816-QVHRX,Female,37,100.30,3541.40,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
6888-SBYAI,Male,1,50.70,50.70,Month-to-month,DSL,"Mailed check",New,No
7395-XWZOY,Male,20,55.00,1165.55,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
7169-YWAMK,Male,72,68.40,4855.35,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
3640-PHQXK,Female,31,89.90,2806.90,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6877-LGWXO,Male,18,78.55,1422.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6859-RKMZJ,Male,11,55.05,608.15,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
2957-JIRMN,Female,62,84.45,4959.15,"One year","Fiber optic","Electronic check",Loyal,No
2049-BAFNW,Female,1,35.90,35.90,Month-to-month,DSL,"Mailed check",New,No
3842-QTGDL,Male,16,80.75,1321.30,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7163-OCEQI,Male,22,78.65,1663.75,"One year",DSL,"Mailed check",Loyal,No
9782-LGXMC,Female,49,61.75,3024.15,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
5975-BAICR,Male,36,63.70,2188.50,"One year",DSL,"Credit card (automatic)",Loyal,No
8019-ENHXU,Male,42,99.45,4138.05,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
5167-GBFRE,Male,4,25.20,102.50,Month-to-month,DSL,"Bank transfer (automatic)",New,Yes
9033-EOXWV,Female,12,74.05,872.65,"One year",DSL,"Mailed check",Mid,Yes
4673-KKSLS,Female,31,87.60,2724.25,Month-to-month,"Fiber optic","Electronic check",Loyal,No
4853-OITSN,Male,5,89.15,413.25,Month-to-month,"Fiber optic","Electronic check",New,No
1324-NLTJE,Female,15,55.00,757.10,Month-to-month,DSL,"Credit card (automatic)",Loyal,Yes
2324-EFHVG,Male,64,104.40,6692.65,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
1522-VVDMG,Male,7,89.75,608.80,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
6907-CQGPN,Male,29,34.30,1004.75,Month-to-month,DSL,"Electronic check",Loyal,No
0239-OXEXL,Female,46,84.25,3847.60,Month-to-month,"Fiber optic","Mailed check",Loyal,No
7049-GKVZY,Female,17,79.85,1387.35,"One year",DSL,"Credit card (automatic)",Loyal,No
0212-ISBBF,Female,22,50.35,1098.85,Month-to-month,DSL,"Electronic check",Loyal,No
9185-TQCVP,Male,14,85.15,1139.20,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3585-YNADK,Female,57,74.60,4368.95,"One year",DSL,"Bank transfer (automatic)",Loyal,No
5271-DBYSJ,Male,11,79.15,827.70,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,No
5567-WSELE,Male,3,94.60,279.55,Month-to-month,"Fiber optic","Electronic check",New,Yes
1472-TNCWL,Male,36,94.70,3512.50,Month-to-month,"Fiber optic","Electronic check",Loyal,No
8063-RJYNF,Male,16,94.25,1483.25,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0687-ZVTHB,Male,65,72.45,4653.85,"One year",DSL,"Credit card (automatic)",Loyal,Yes
2080-GKCWQ,Male,2,74.95,151.75,Month-to-month,"Fiber optic","Electronic check",New,No
9661-ACXBS,Female,42,105.20,4400.75,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2193-SFWQW,Male,72,111.95,8033.10,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
3462-BJQQA,Female,6,89.75,552.65,Month-to-month,"Fiber optic","Electronic check",New,No
6733-LRIZX,Male,35,108.95,4025.50,"Two year","Fiber optic","Electronic check",Loyal,No
4367-NHWMM,Female,1,24.90,24.90,Month-to-month,DSL,"Mailed check",New,No
3727-RJMEO,Male,6,82.85,460.25,Month-to-month,"Fiber optic","Electronic check",New,Yes
3779-OSWCF,Female,71,93.20,6506.15,"Two year",DSL,"Credit card (automatic)",Loyal,No
6736-DHUQI,Female,67,84.80,5598.30,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
3915-ODIYG,Male,60,71.75,4374.55,"One year",DSL,"Electronic check",Loyal,No
1360-RCYRT,Male,23,30.35,678.75,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
2724-FJDYW,Male,39,54.85,2191.70,"One year",DSL,"Bank transfer (automatic)",Loyal,No
6646-VRFOL,Male,53,103.85,5485.50,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
5685-IIXLY,Female,5,83.60,404.20,Month-to-month,"Fiber optic","Electronic check",New,Yes
5671-UUNXD,Female,50,100.65,5189.75,"One year","Fiber optic","Electronic check",Loyal,No
0956-ACVZC,Female,54,94.10,5060.90,"One year","Fiber optic","Credit card (automatic)",Loyal,No
2325-NBPZG,Female,3,74.55,233.65,Month-to-month,"Fiber optic","Electronic check",New,No
4250-ZBWLV,Male,68,108.45,7176.55,"One year","Fiber optic","Electronic check",Loyal,Yes
4482-FTFFX,Male,5,56.15,291.45,Month-to-month,DSL,"Electronic check",New,No
0440-MOGPM,Female,41,80.55,3263.90,"One year",DSL,"Electronic check",Loyal,No
0020-JDNXP,Female,34,61.25,1993.20,"One year",DSL,"Mailed check",Loyal,No
5095-AESKG,Female,3,91.50,242.95,Month-to-month,"Fiber optic","Credit card (automatic)",New,Yes
2887-JPYLU,Female,41,45.20,1841.90,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
1871-MOWRM,Male,12,80.85,866.45,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,Yes
9714-EDSUC,Male,4,94.90,360.55,Month-to-month,"Fiber optic","Mailed check",New,No
2027-OAQQC,Female,43,49.05,2076.20,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
0282-NVSJS,Female,12,29.30,355.90,Month-to-month,DSL,"Mailed check",Mid,No
9090-SGQXL,Male,68,105.30,7299.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6595-YGXIT,Male,25,88.95,2291.20,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9835-ZIITK,Male,66,110.85,7491.75,"One year","Fiber optic","Electronic check",Loyal,Yes
8008-ESFLK,Female,53,110.50,5835.50,"One year","Fiber optic","Electronic check",Loyal,No
7537-CBQUZ,Male,63,109.40,7031.45,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
1555-DJEQW,Female,70,114.20,7723.90,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,Yes
5649-TJHOV,Male,27,36.50,1032.00,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
0519-XUZJU,Female,1,70.75,70.75,Month-to-month,"Fiber optic","Mailed check",New,Yes
6338-AVWCY,Male,3,40.15,130.75,Month-to-month,DSL,"Mailed check",New,Yes
1689-YQBYY,Female,12,76.60,893.00,Month-to-month,"Fiber optic","Electronic check",Mid,No
2959-FENLU,Female,9,85.30,781.40,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,No
0708-LGSMF,Male,13,65.85,902.25,Month-to-month,DSL,"Electronic check",Loyal,No
9253-QXKBE,Male,29,94.45,2653.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0487-RPVUM,Male,61,99.40,5943.65,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
2516-XSJKX,Female,41,78.45,3126.45,"Two year",DSL,"Electronic check",Loyal,No
9445-SZLCH,Female,36,97.35,3457.90,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
6599-SFQVE,Female,6,55.00,340.40,Month-to-month,DSL,"Electronic check",New,No
8331-ZXFOE,Female,58,71.10,4299.20,"One year",DSL,"Credit card (automatic)",Loyal,No
4003-FUSHP,Male,19,61.55,1093.20,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
0356-ERHVT,Male,11,45.90,521.90,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
7325-ENZFI,Female,39,40.30,1630.40,"One year",DSL,"Bank transfer (automatic)",Loyal,No
4884-ZTHVF,Female,8,87.10,713.60,Month-to-month,"Fiber optic","Electronic check",Mid,No
3920-HIHMQ,Female,26,49.50,1265.65,Month-to-month,DSL,"Mailed check",Loyal,No
3055-OYMSE,Female,53,73.80,4003.85,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
7568-PODML,Male,1,45.30,45.30,Month-to-month,DSL,"Mailed check",New,Yes
5349-IECLD,Male,2,94.95,178.10,Month-to-month,"Fiber optic","Electronic check",New,Yes
1397-XKKWR,Male,7,35.30,264.80,"One year",DSL,"Mailed check",Mid,No
3945-GFWQL,Female,12,44.55,480.60,Month-to-month,DSL,"Electronic check",Mid,Yes
8097-OMULG,Male,59,76.75,4541.90,"One year",DSL,"Credit card (automatic)",Loyal,No
6013-BHCAW,Male,61,81.00,4976.15,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
0401-WDBXM,Male,72,105.55,7542.25,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
3797-VTIDR,Male,1,23.45,23.45,Month-to-month,DSL,"Electronic check",New,Yes
5081-NWSUP,Female,10,64.90,685.55,"One year",DSL,"Mailed check",Mid,No
2580-ATZSQ,Female,65,61.35,3874.10,"One year",DSL,"Bank transfer (automatic)",Loyal,No
8085-MSNLK,Female,62,113.95,6891.40,"Two year","Fiber optic","Mailed check",Loyal,No
9691-HKOVS,Female,55,90.15,4916.95,"One year",DSL,"Electronic check",Loyal,No
9881-VCZEP,Female,25,54.10,1373.00,Month-to-month,DSL,"Electronic check",Loyal,No
9526-BIHHD,Male,1,29.70,29.70,Month-to-month,DSL,"Mailed check",New,Yes
8757-TFHHJ,Male,1,49.80,49.80,Month-to-month,DSL,"Credit card (automatic)",New,No
4523-WXCEF,Female,59,101.10,6039.90,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
5119-KEPFY,Male,36,95.00,3440.25,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
8364-TRMMK,Female,3,50.65,151.30,Month-to-month,DSL,"Mailed check",New,Yes
0916-KNFAJ,Male,61,69.90,4226.70,"Two year",DSL,"Mailed check",Loyal,No
8319-QBEHW,Male,26,39.95,1023.75,"One year",DSL,"Bank transfer (automatic)",Loyal,No
3063-QFSZL,Female,1,55.40,55.40,Month-to-month,DSL,"Electronic check",New,Yes
8775-LHDJH,Female,1,90.60,90.60,Month-to-month,"Fiber optic","Electronic check",New,Yes
9625-QNLUX,Male,68,103.25,7074.40,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
3097-NQYSN,Male,2,86.85,156.35,Month-to-month,"Fiber optic","Mailed check",New,Yes
4024-CSNBY,Female,72,94.25,6849.75,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
7110-BDTWG,Female,71,47.05,3263.60,"Two year",DSL,"Electronic check",Loyal,No
9605-WGJVW,Female,1,70.20,70.20,Month-to-month,"Fiber optic","Electronic check",New,No
9114-DPSIA,Male,72,81.00,5750.00,"Two year",DSL,"Credit card (automatic)",Loyal,No
4700-UBQMV,Male,21,75.90,1549.75,"One year",DSL,"Bank transfer (automatic)",Loyal,No
3565-UNOCC,Female,29,99.05,2952.85,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
4627-MIHJH,Female,69,110.25,7467.55,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9795-NREXC,Female,64,85.00,5484.40,"Two year",DSL,"Credit card (automatic)",Loyal,No
9249-FXSCK,Female,52,111.25,5916.45,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
5493-SDRDQ,Male,2,55.10,113.35,Month-to-month,DSL,"Mailed check",New,Yes
4819-HJPIW,Male,18,25.15,476.80,Month-to-month,DSL,"Mailed check",Loyal,No
8654-DHAOW,Female,2,54.15,101.65,Month-to-month,DSL,"Mailed check",New,No
5438-QMDDL,Female,19,59.80,1130.85,Month-to-month,DSL,"Mailed check",Loyal,No
9812-GHVRI,Female,40,83.85,3532.25,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
5553-AOINX,Female,66,104.90,6891.45,"One year","Fiber optic","Electronic check",Loyal,No
1228-ZLNBX,Male,21,75.30,1570.70,Month-to-month,"Fiber optic","Mailed check",Loyal,No
4226-KKDON,Male,8,66.65,520.95,Month-to-month,DSL,"Electronic check",Mid,No
3831-YCPUO,Female,72,109.50,7854.90,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
7445-WMRBW,Female,48,73.85,3581.40,"One year",DSL,"Bank transfer (automatic)",Loyal,No
9924-JPRMC,Male,72,118.20,8547.15,"Two year","Fiber optic","Electronic check",Loyal,No
0080-EMYVY,Female,14,51.45,727.85,"One year",DSL,"Credit card (automatic)",Loyal,No
6218-KNUBD,Male,6,59.45,357.60,Month-to-month,DSL,"Electronic check",New,No
0623-EJQEG,Male,65,93.55,6069.25,"One year","Fiber optic","Electronic check",Loyal,No
7153-CHRBV,Female,57,59.30,3274.35,"One year",DSL,"Mailed check",Loyal,No
0871-URUWO,Male,13,102.25,1359.00,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
9190-MFJLN,Male,19,95.90,1777.90,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
6198-PNNSZ,Female,56,109.80,6109.65,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
3317-VLGQT,Female,14,78.10,1122.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
4132-POCZS,Male,52,39.90,2020.90,Month-to-month,DSL,"Electronic check",Loyal,No
5614-DNZCE,Female,58,64.90,3795.45,"Two year",DSL,"Credit card (automatic)",Loyal,No
1095-JUDTC,Female,47,95.05,4504.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3896-RCYYE,Female,67,53.40,3579.15,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
9638-JIQYA,Male,2,24.90,49.70,Month-to-month,DSL,"Credit card (automatic)",New,No
3258-SANFR,Male,6,44.70,276.50,Month-to-month,DSL,"Credit card (automatic)",New,No
3726-TBHQT,Male,71,114.00,8175.90,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
0870-VEMYL,Female,5,53.85,259.80,Month-to-month,DSL,"Credit card (automatic)",New,Yes
4833-QTJNO,Male,67,83.85,5588.80,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
5385-SUIRI,Male,52,104.20,5568.35,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3982-XWFZQ,Female,42,50.25,2203.65,Month-to-month,DSL,"Electronic check",Loyal,Yes
2322-VCZHZ,Male,23,90.00,2024.10,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5010-IPEAQ,Female,67,54.20,3623.95,"Two year",DSL,"Credit card (automatic)",Loyal,No
4009-ALQFH,Female,25,99.50,2369.05,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
